time,actual_x,actual_y,plan_x,plan_y,error_m
2026-05-07 16:06:47.824,13.995,26.25,13.995,26.25,0.0
2026-05-07 16:06:47.859,13.989,26.25,13.989,26.25,0.0
2026-05-07 16:06:47.899,13.989,26.25,13.989,26.25,0.0
2026-05-07 16:06:47.939,13.989,26.25,13.989,26.25,0.0
2026-05-07 16:06:47.979,13.989,26.25,13.989,26.25,0.0
2026-05-07 16:06:48.019,13.989,26.25,13.989,26.25,0.0
2026-05-07 16:06:48.042,13.973,26.248,13.973,26.25,0.002
2026-05-07 16:06:48.079,13.973,26.248,13.973,26.25,0.002
2026-05-07 16:06:48.099,13.973,26.248,13.973,26.25,0.002
2026-05-07 16:06:48.139,13.973,26.248,13.973,26.25,0.002
2026-05-07 16:06:48.159,13.973,26.248,13.973,26.25,0.002
2026-05-07 16:06:48.199,13.973,26.248,13.973,26.25,0.002
2026-05-07 16:06:48.219,13.973,26.248,13.973,26.25,0.002
2026-05-07 16:06:48.260,13.973,26.248,13.973,26.25,0.002
2026-05-07 16:06:48.299,13.973,26.248,13.973,26.25,0.002
2026-05-07 16:06:48.319,13.973,26.248,13.973,26.25,0.002
2026-05-07 16:06:48.359,13.973,26.248,13.973,26.25,0.002
2026-05-07 16:06:48.399,13.973,26.248,13.973,26.25,0.002
2026-05-07 16:06:48.419,13.973,26.248,13.973,26.25,0.002
2026-05-07 16:06:48.439,13.973,26.248,13.973,26.25,0.002
2026-05-07 16:06:48.479,13.973,26.248,13.973,26.25,0.002
2026-05-07 16:06:48.519,13.973,26.248,13.973,26.25,0.002
2026-05-07 16:06:48.539,13.973,26.248,13.973,26.25,0.002
2026-05-07 16:06:48.579,13.993,26.252,13.993,26.25,0.002
2026-05-07 16:06:48.599,13.993,26.252,13.993,26.25,0.002
2026-05-07 16:06:48.619,13.993,26.252,13.993,26.25,0.002
2026-05-07 16:06:48.639,13.993,26.252,13.993,26.25,0.002
2026-05-07 16:06:48.679,13.993,26.252,13.993,26.25,0.002
2026-05-07 16:06:48.699,13.993,26.252,13.993,26.25,0.002
2026-05-07 16:06:48.739,13.993,26.252,13.993,26.25,0.002
2026-05-07 16:06:48.779,13.993,26.252,13.993,26.25,0.002
2026-05-07 16:06:48.819,13.993,26.252,13.993,26.25,0.002
2026-05-07 16:06:48.855,13.993,26.252,13.993,26.25,0.002
2026-05-07 16:06:48.893,13.993,26.252,13.993,26.25,0.002
2026-05-07 16:06:48.919,13.993,26.252,13.993,26.25,0.002
2026-05-07 16:06:48.939,13.993,26.252,13.993,26.25,0.002
2026-05-07 16:06:48.959,13.993,26.252,13.993,26.25,0.002
2026-05-07 16:06:48.999,13.993,26.252,13.993,26.25,0.002
2026-05-07 16:06:49.023,13.993,26.252,13.993,26.25,0.002
2026-05-07 16:06:49.059,13.99,26.252,13.99,26.25,0.002
2026-05-07 16:06:49.099,13.99,26.252,13.99,26.25,0.002
2026-05-07 16:06:49.119,13.99,26.252,13.99,26.25,0.002
2026-05-07 16:06:49.139,13.99,26.252,13.99,26.25,0.002
2026-05-07 16:06:49.179,13.99,26.252,13.99,26.25,0.002
2026-05-07 16:06:49.199,13.99,26.252,13.99,26.25,0.002
2026-05-07 16:06:49.237,13.99,26.252,13.99,26.25,0.002
2026-05-07 16:06:49.276,13.99,26.252,13.99,26.25,0.002
2026-05-07 16:06:49.299,13.99,26.252,13.99,26.25,0.002
2026-05-07 16:06:49.328,13.99,26.252,13.99,26.25,0.002
2026-05-07 16:06:49.359,13.99,26.252,13.99,26.25,0.002
2026-05-07 16:06:49.379,13.99,26.252,13.99,26.25,0.002
2026-05-07 16:06:49.399,13.99,26.252,13.99,26.25,0.002
2026-05-07 16:06:49.439,13.99,26.252,13.99,26.25,0.002
2026-05-07 16:06:49.461,13.99,26.252,13.99,26.25,0.002
2026-05-07 16:06:49.499,13.99,26.252,13.99,26.25,0.002
2026-05-07 16:06:49.519,13.99,26.252,13.99,26.25,0.002
2026-05-07 16:06:49.559,13.99,26.252,13.99,26.25,0.002
2026-05-07 16:06:49.590,13.982,26.249,13.982,26.25,0.001
