time,actual_x,actual_y,plan_x,plan_y,error_m
2026-05-07 16:18:57.667,17.933,20.32,17.933,20.32,0.0
2026-05-07 16:18:57.705,18.193,20.321,17.933,20.32,0.26
2026-05-07 16:18:57.725,18.193,20.321,17.933,20.32,0.26
2026-05-07 16:18:57.746,18.193,20.321,17.933,20.32,0.26
2026-05-07 16:18:57.785,18.193,20.321,17.933,20.32,0.26
2026-05-07 16:18:57.825,18.193,20.321,17.933,20.32,0.26
2026-05-07 16:18:57.846,18.193,20.321,17.933,20.32,0.26
2026-05-07 16:18:57.866,18.193,20.321,17.933,20.32,0.26
2026-05-07 16:18:57.907,18.193,20.321,17.933,20.32,0.26
2026-05-07 16:18:57.946,18.193,20.321,17.933,20.32,0.26
2026-05-07 16:18:57.985,18.193,20.321,17.933,20.32,0.26
2026-05-07 16:18:58.006,18.193,20.321,17.933,20.32,0.26
2026-05-07 16:18:58.046,18.193,20.321,17.933,20.32,0.26
2026-05-07 16:18:58.085,18.193,20.321,17.933,20.32,0.26
2026-05-07 16:18:58.108,18.379,20.324,17.933,20.32,0.446
2026-05-07 16:18:58.146,18.379,20.324,17.933,20.32,0.446
2026-05-07 16:18:58.185,18.379,20.324,17.933,20.32,0.446
2026-05-07 16:18:58.205,18.379,20.324,17.933,20.32,0.446
2026-05-07 16:18:58.248,18.379,20.324,17.933,20.32,0.446
2026-05-07 16:18:58.286,18.379,20.324,17.933,20.32,0.446
2026-05-07 16:18:58.325,18.379,20.324,17.933,20.32,0.446
2026-05-07 16:18:58.366,18.379,20.324,17.933,20.32,0.446
2026-05-07 16:18:58.405,18.379,20.324,17.933,20.32,0.446
2026-05-07 16:18:58.426,18.379,20.324,17.933,20.32,0.446
2026-05-07 16:18:58.465,18.379,20.324,17.933,20.32,0.446
2026-05-07 16:18:58.486,18.379,20.324,17.933,20.32,0.446
2026-05-07 16:18:58.506,18.379,20.324,17.933,20.32,0.446
2026-05-07 16:18:58.546,18.379,20.324,17.933,20.32,0.446
2026-05-07 16:18:58.566,18.379,20.324,17.933,20.32,0.446
2026-05-07 16:18:58.606,18.379,20.324,17.933,20.32,0.446
2026-05-07 16:18:58.646,18.401,20.332,17.933,20.32,0.468
2026-05-07 16:18:58.666,18.401,20.332,17.933,20.32,0.468
2026-05-07 16:18:58.706,18.401,20.332,17.933,20.32,0.468
2026-05-07 16:18:58.746,18.401,20.332,17.933,20.32,0.468
2026-05-07 16:18:58.766,18.401,20.332,17.933,20.32,0.468
2026-05-07 16:18:58.806,18.401,20.332,17.933,20.32,0.468
2026-05-07 16:18:58.846,18.401,20.332,17.933,20.32,0.468
2026-05-07 16:18:58.866,18.401,20.332,17.933,20.32,0.468
2026-05-07 16:18:58.906,18.401,20.332,17.933,20.32,0.468
2026-05-07 16:18:58.946,18.401,20.332,17.933,20.32,0.468
2026-05-07 16:18:58.966,18.401,20.332,17.933,20.32,0.468
2026-05-07 16:18:59.005,18.401,20.332,17.933,20.32,0.468
2026-05-07 16:18:59.045,18.401,20.332,17.933,20.32,0.468
2026-05-07 16:18:59.085,18.401,20.332,17.933,20.32,0.468
2026-05-07 16:18:59.128,18.443,20.335,17.933,20.32,0.51
2026-05-07 16:18:59.165,18.443,20.335,17.933,20.32,0.51
2026-05-07 16:18:59.186,18.443,20.335,17.933,20.32,0.51
2026-05-07 16:18:59.225,18.443,20.335,17.933,20.32,0.51
2026-05-07 16:18:59.246,18.443,20.335,17.933,20.32,0.51
2026-05-07 16:18:59.286,18.443,20.335,17.933,20.32,0.51
2026-05-07 16:18:59.326,18.443,20.335,17.933,20.32,0.51
2026-05-07 16:18:59.365,18.443,20.335,17.933,20.32,0.51
2026-05-07 16:18:59.385,18.443,20.335,17.933,20.32,0.51
2026-05-07 16:18:59.406,18.443,20.335,17.933,20.32,0.51
2026-05-07 16:18:59.445,18.443,20.335,17.933,20.32,0.51
2026-05-07 16:18:59.478,18.443,20.335,17.933,20.32,0.51
2026-05-07 16:18:59.502,18.443,20.335,17.933,20.32,0.51
2026-05-07 16:18:59.530,18.443,20.335,17.933,20.32,0.51
2026-05-07 16:18:59.561,18.443,20.335,17.933,20.32,0.51
2026-05-07 16:18:59.585,18.443,20.335,17.933,20.32,0.51
2026-05-07 16:18:59.605,18.443,20.335,17.933,20.32,0.51
2026-05-07 16:18:59.645,18.443,20.335,17.933,20.32,0.51
2026-05-07 16:18:59.685,18.443,20.335,17.933,20.32,0.51
2026-05-07 16:18:59.705,18.443,20.335,17.933,20.32,0.51
2026-05-07 16:18:59.726,18.443,20.335,17.933,20.32,0.51
2026-05-07 16:18:59.766,18.569,20.339,17.933,20.32,0.636
2026-05-07 16:18:59.805,18.569,20.339,17.933,20.32,0.636
2026-05-07 16:18:59.826,18.569,20.339,17.933,20.32,0.636
2026-05-07 16:18:59.865,18.569,20.339,17.933,20.32,0.636
2026-05-07 16:18:59.886,18.569,20.339,17.933,20.32,0.636
2026-05-07 16:18:59.926,18.569,20.339,17.933,20.32,0.636
2026-05-07 16:18:59.966,18.569,20.339,17.933,20.32,0.636
2026-05-07 16:19:00.012,18.569,20.339,17.933,20.32,0.636
2026-05-07 16:19:00.045,18.569,20.339,17.933,20.32,0.636
2026-05-07 16:19:00.086,18.569,20.339,17.933,20.32,0.636
2026-05-07 16:19:00.106,18.569,20.339,17.933,20.32,0.636
2026-05-07 16:19:00.146,18.569,20.339,17.933,20.32,0.636
2026-05-07 16:19:00.185,18.569,20.339,17.933,20.32,0.636
2026-05-07 16:19:00.206,18.569,20.339,17.933,20.32,0.636
2026-05-07 16:19:00.245,18.569,20.339,17.933,20.32,0.636
2026-05-07 16:19:00.265,18.569,20.339,17.933,20.32,0.636
2026-05-07 16:19:00.305,18.569,20.339,17.933,20.32,0.636
