time,actual_x,actual_y,plan_x,plan_y,error_m
2026-05-05 10:21:21.505,17.995,20.192,17.995,20.192,0.0
2026-05-05 10:21:22.599,17.995,20.192,17.995,20.192,0.0
2026-05-05 10:21:23.685,18.017,20.19,18.017,20.452,0.262
2026-05-05 10:21:24.779,18.349,20.186,18.349,20.452,0.266
2026-05-05 10:21:25.793,18.802,20.302,18.802,20.452,0.15
2026-05-05 10:21:26.892,19.13,20.434,19.13,20.452,0.018
2026-05-05 10:21:28.000,19.388,20.575,19.388,20.452,0.123
2026-05-05 10:21:29.010,19.543,20.837,19.58,20.842,0.038
2026-05-05 10:21:30.113,19.588,21.144,19.543,21.138,0.045
2026-05-05 10:21:31.215,19.549,21.819,19.461,21.808,0.089
2026-05-05 10:21:32.321,19.497,22.142,19.421,22.132,0.077
2026-05-05 10:21:33.329,19.333,22.91,19.325,22.909,0.008
2026-05-05 10:21:34.334,19.285,23.278,19.279,23.277,0.006
2026-05-05 10:21:35.422,19.241,23.579,19.242,23.579,0.001
2026-05-05 10:21:36.427,19.209,23.876,19.205,23.876,0.004
2026-05-05 10:21:37.517,19.146,24.378,19.143,24.378,0.003
2026-05-05 10:21:38.521,19.057,24.958,19.128,24.958,0.071
2026-05-05 10:21:39.527,19.095,25.421,19.128,25.421,0.033

Avg error: 0.066m | Max error: 0.266m
