time,actual_x,actual_y,plan_x,plan_y,error_m
2026-05-05 10:59:31.286,17.989,20.711,17.989,20.711,0.0
2026-05-05 10:59:32.358,18.021,20.713,17.989,20.711,0.032
2026-05-05 10:59:33.451,18.237,20.736,18.237,20.452,0.284
2026-05-05 10:59:34.551,18.567,20.687,18.567,20.452,0.235
2026-05-05 10:59:35.653,18.993,20.518,18.993,20.452,0.066
2026-05-05 10:59:36.732,19.295,20.535,19.295,20.452,0.083
2026-05-05 10:59:37.841,19.659,20.796,19.628,20.452,0.345
2026-05-05 10:59:38.861,19.76,21.08,19.554,21.055,0.208
2026-05-05 10:59:39.952,19.734,21.384,19.516,21.357,0.219
2026-05-05 10:59:40.955,19.627,21.831,19.46,21.81,0.168
2026-05-05 10:59:41.957,19.432,22.421,19.386,22.416,0.046
2026-05-05 10:59:42.961,19.325,22.934,19.322,22.934,0.003
2026-05-05 10:59:44.049,19.272,23.309,19.275,23.309,0.003
2026-05-05 10:59:45.149,19.232,23.613,19.238,23.614,0.006

Avg error: 0.121m | Max error: 0.345m
