time,actual_x,actual_y,plan_x,plan_y,error_m
2026-05-06 16:35:48.117,19.141,26.211,19.132,26.075,0.137
2026-05-06 16:35:49.148,19.117,26.391,19.128,26.252,0.139
2026-05-06 16:35:50.229,19.094,26.557,19.094,26.252,0.305
2026-05-06 16:35:51.329,18.979,26.831,18.979,26.252,0.579
2026-05-06 16:35:52.331,18.736,27.0,18.736,26.252,0.748
2026-05-06 16:35:53.416,18.289,26.977,18.289,26.252,0.725
2026-05-06 16:35:54.430,18.006,26.816,18.006,26.252,0.564
2026-05-06 16:35:55.513,17.525,26.491,17.525,26.252,0.239
2026-05-06 16:35:56.528,17.228,26.259,17.228,26.252,0.007
2026-05-06 16:35:57.530,16.928,26.195,16.928,26.252,0.057
2026-05-06 16:35:58.630,16.553,26.14,16.553,26.252,0.112
2026-05-06 16:35:59.729,16.096,26.168,16.096,26.252,0.084
2026-05-06 16:36:00.823,15.517,26.214,15.517,26.252,0.038
2026-05-06 16:36:01.932,15.207,26.23,15.207,26.252,0.022
2026-05-06 16:36:03.028,14.908,26.24,14.908,26.252,0.012
2026-05-06 16:36:04.129,14.608,26.247,14.608,26.252,0.005

Avg error: 0.236m | Max error: 0.748m
