time,actual_x,actual_y,plan_x,plan_y,error_m
2026-05-07 19:50:03.679,1.192,-7.439,1.192,-7.439,0.0
2026-05-07 19:50:03.794,1.192,-7.439,1.192,-7.439,0.0
2026-05-07 19:50:03.883,1.192,-7.439,1.293,-7.44,0.101
2026-05-07 19:50:03.921,1.192,-7.439,1.293,-7.44,0.101
2026-05-07 19:50:03.956,1.192,-7.439,1.293,-7.44,0.101
2026-05-07 19:50:03.982,1.192,-7.439,1.293,-7.44,0.101
2026-05-07 19:50:04.016,1.192,-7.439,1.293,-7.44,0.101
2026-05-07 19:50:04.050,1.192,-7.439,1.293,-7.44,0.101
2026-05-07 19:50:04.160,1.192,-7.439,1.293,-7.44,0.101
2026-05-07 19:50:04.381,1.185,-7.4,1.293,-7.401,0.108
2026-05-07 19:50:04.598,1.185,-7.4,1.293,-7.401,0.108
2026-05-07 19:50:04.816,1.155,-7.207,1.296,-7.209,0.141
2026-05-07 19:50:04.996,1.155,-7.207,1.296,-7.209,0.141
2026-05-07 19:50:05.147,1.155,-7.207,1.296,-7.209,0.141
2026-05-07 19:50:05.205,1.155,-7.207,1.296,-7.209,0.141
2026-05-07 19:50:05.265,1.155,-7.207,1.296,-7.209,0.141
2026-05-07 19:50:05.298,1.155,-7.207,1.296,-7.209,0.141
2026-05-07 19:50:05.484,1.12,-7.044,1.298,-7.047,0.178
2026-05-07 19:50:05.699,1.12,-7.044,1.298,-7.047,0.178
2026-05-07 19:50:05.847,1.12,-7.044,1.298,-7.047,0.178
2026-05-07 19:50:06.112,1.115,-6.891,1.3,-6.893,0.185
2026-05-07 19:50:06.223,1.115,-6.891,1.3,-6.893,0.185
2026-05-07 19:50:06.331,1.115,-6.891,1.3,-6.893,0.185
2026-05-07 19:50:06.391,1.142,-6.708,1.302,-6.71,0.16
2026-05-07 19:50:06.480,1.142,-6.708,1.302,-6.71,0.16
2026-05-07 19:50:06.529,1.142,-6.708,1.302,-6.71,0.16
2026-05-07 19:50:06.578,1.142,-6.708,1.302,-6.71,0.16
2026-05-07 19:50:06.614,1.142,-6.708,1.302,-6.71,0.16
2026-05-07 19:50:06.655,1.142,-6.708,1.302,-6.71,0.16
2026-05-07 19:50:06.680,1.142,-6.708,1.302,-6.71,0.16
2026-05-07 19:50:06.727,1.206,-6.445,1.306,-6.446,0.1
2026-05-07 19:50:06.762,1.206,-6.445,1.306,-6.446,0.1
2026-05-07 19:50:06.793,1.206,-6.445,1.306,-6.446,0.1
2026-05-07 19:50:06.830,1.206,-6.445,1.306,-6.446,0.1
2026-05-07 19:50:06.864,1.206,-6.445,1.306,-6.446,0.1
2026-05-07 19:50:06.889,1.206,-6.445,1.306,-6.446,0.1
2026-05-07 19:50:06.922,1.206,-6.445,1.306,-6.446,0.1
2026-05-07 19:50:06.957,1.206,-6.445,1.306,-6.446,0.1
2026-05-07 19:50:06.996,1.206,-6.445,1.306,-6.446,0.1
2026-05-07 19:50:07.047,1.206,-6.445,1.306,-6.446,0.1
2026-05-07 19:50:07.076,1.206,-6.445,1.306,-6.446,0.1
2026-05-07 19:50:07.127,1.312,-6.144,1.31,-6.144,0.003
2026-05-07 19:50:07.160,1.312,-6.144,1.31,-6.144,0.003
