time,actual_x,actual_y,plan_x,plan_y,error_m
2026-05-07 19:46:07.871,0.279,-0.009,0.211,-0.003,0.069
2026-05-07 19:46:07.895,0.279,-0.009,0.194,0.002,0.086
2026-05-07 19:46:07.922,0.279,-0.009,0.194,0.002,0.086
2026-05-07 19:46:07.954,0.279,-0.009,0.194,0.002,0.086
2026-05-07 19:46:07.975,0.279,-0.009,0.194,0.002,0.086
2026-05-07 19:46:08.015,0.279,-0.009,0.194,0.002,0.086
2026-05-07 19:46:08.056,0.279,-0.009,0.194,0.002,0.086
2026-05-07 19:46:08.094,0.279,-0.009,0.194,0.002,0.086
2026-05-07 19:46:08.114,0.279,-0.009,0.194,0.002,0.086
2026-05-07 19:46:08.134,0.279,-0.009,0.194,0.002,0.086
2026-05-07 19:46:08.154,0.279,-0.009,0.194,0.002,0.086
2026-05-07 19:46:08.178,0.307,-0.011,0.194,0.002,0.113
2026-05-07 19:46:08.214,0.307,-0.011,0.194,0.002,0.113
2026-05-07 19:46:08.258,0.307,-0.011,0.194,0.002,0.113
2026-05-07 19:46:08.294,0.307,-0.011,0.194,0.002,0.113
2026-05-07 19:46:08.314,0.307,-0.011,0.194,0.002,0.113
2026-05-07 19:46:08.354,0.307,-0.011,0.194,0.002,0.113
2026-05-07 19:46:08.394,0.307,-0.011,0.194,0.002,0.113
2026-05-07 19:46:08.414,0.307,-0.011,0.194,0.002,0.113
2026-05-07 19:46:08.454,0.307,-0.011,0.194,0.002,0.113
2026-05-07 19:46:08.493,0.307,-0.011,0.194,0.002,0.113
2026-05-07 19:46:08.534,0.307,-0.011,0.194,0.002,0.113
2026-05-07 19:46:08.574,0.307,-0.011,0.194,0.002,0.113
2026-05-07 19:46:08.594,0.307,-0.011,0.194,0.002,0.113
2026-05-07 19:46:08.634,0.307,-0.011,0.194,0.002,0.113
2026-05-07 19:46:08.654,0.307,-0.011,0.194,0.002,0.113

Avg error: 0.101m | Max error: 0.113m
